150	0.4	25.9202101231
150	0.2	65.9976480007
150	0.5	50.3399238586
150	0.55	38.8599569798
150	0.55	52.6398098469
150	0.4	28.6127171516
150	0.45	95.0431380272
150	0.35	38.8723239899
150	0.45	42.6994130611
150	0.45	48.3107762337
150	0.45	50.2441940308
150	0.4	73.5777418613
150	0.45	43.5628190041
150	0.45	42.5051841736
150	0.5	42.4154269695
150	0.25	26.6454410553
150	0.4	33.6455550194
150	0.5	37.1217730045
150	0.35	27.2151229382
150	0.45	29.3674268723
150	0.45	49.3694078922
150	0.5	25.1539170742
150	0.4	46.1947550774
150	0.45	52.5640909672
150	0.45	37.534142971
150	0.35	28.8645458221
150	0.45	31.8971102238
150	0.4	31.9340519905
150	0.5	47.8735790253
150	0.4	32.1758880615
150	0.45	44.3162069321
150	0.5	54.8923199177
150	0.45	54.2631261349
150	0.3	29.6284821033
150	0.4	40.0400519371
150	0.4	28.4422540665
150	0.4	35.4087619781
150	0.4	36.6632759571
150	0.35	57.0086610317
150	0.3	28.3971149921
150	0.45	48.7286629677
150	0.4	27.5509719849
150	0.4	30.6801679134
150	0.4	43.2859301567
150	0.4	26.2561490536
150	0.35	28.1692690849
150	0.35	30.9059998989
150	0.45	36.0692398548
150	0.35	30.1873970032
150	0.35	31.1538181305
150	0.45	37.3303868771
150	0.4	31.2584660053
150	0.5	55.6306271553
150	0.35	32.6138279438
150	0.45	29.3653700352
150	0.3	35.0013430119
150	0.4	44.749461174
150	0.5	40.3014440536
150	0.45	39.2041921616
150	0.45	40.6013560295
150	0.4	29.6263659
150	0.45	31.6158249378
150	0.5	41.902449131
150	0.4	34.8705718517
150	0.5	27.5159070492
150	0.45	45.190775156
150	0.35	31.5341677666
150	0.45	33.369218111
150	0.3	35.7804429531
150	0.45	29.2881979942
150	0.45	45.6658320427
150	0.4	31.501292944
150	0.45	33.4348468781
150	0.4	38.6621251106
150	0.55	68.4925458431
150	0.5	66.8506560326
150	0.45	33.5925061703
150	0.35	30.877532959
150	0.4	28.0156981945
150	0.45	45.7948889732
150	0.4	27.8259160519
150	0.45	42.132860899
150	0.5	26.4023480415
150	0.6	35.3408260345
150	0.35	40.7486670017
150	0.3	28.0984559059
150	0.55	54.0923199654
150	0.45	27.7259881496
150	0.45	50.603012085
150	0.45	69.6288928986
150	0.6	74.0777430534
150	0.45	42.9064249992
150	0.5	68.3065509796
150	0.4	45.2013921738
150	0.3	42.9923009872
150	0.45	50.9261510372
150	0.3	36.9308199883
150	0.45	36.9081959724
