0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
0.03880485	0.0361228	0.03316915	0.0311661	0.0311661	0.027665855	0.0263452	0.0248514	0
0.0186980136576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
-0.000389261564198	-0.0229020319413	0.0	0.0	0.0	0.0	0.0	0.0	0
-0.018904279743	-0.0386816234885	-0.0189332791316	0.0	0.0	0.0	0.0	0.0	0
-0.0308020814023	-0.052519669209	-0.0307268786395	-0.014150652175	0.0	0.0	0.0	0.0	0
-0.0368181628058	-0.0599217831599	-0.0393360985788	-0.0214879376625	-0.00880370532957	0.0	0.0	0.0	0
-0.0391133730345	-0.0631295468531	-0.0432828923125	-0.0260783581199	-0.0127159326441	-0.00469411971479	0.0	0.0	0
-0.0389743866053	-0.0629198036962	-0.0429897572982	-0.0257176883361	-0.0122964463305	-0.00433660871346	0.000428962661083	0.0	0
-0.0384257821346	-0.0610040420528	-0.040098698818	-0.0216771728699	-0.00732504486571	0.00144550824683	0.00535682408853	0.00591273707234	0
-0.0397424334347	-0.0603241319552	-0.0377244095884	-0.018094154578	-0.00231745303603	0.00760678879761	0.0125228606724	0.0120200565043	0
-0.0429707717392	-0.0622453869462	-0.0367322861095	-0.0146295963975	0.00291088021813	0.0149138569601	0.0215133891507	0.0224767230126	0
-0.0476318563859	-0.0650393119537	-0.0383950122115	-0.0137709755415	0.00590923876281	0.019438652582	0.0278371998995	0.030257463436	0
-0.0518891180074	-0.0694248043469	-0.041023743032	-0.0153353909566	0.00671709262471	0.0222597295601	0.0320944615209	0.0362073712443	0
-0.0552238155821	-0.0727595019216	-0.0444588833047	-0.0173944662663	0.00549169170871	0.0228925185577	0.0343042008776	0.039542068819	0
-0.0582935003694	-0.0764254564158	-0.0481248377989	-0.0211708410766	0.00322807522888	0.0215453907014	0.034999848869	0.041971315773	0
-0.060325421371	-0.0783868246049	-0.0504671911758	-0.0235131944535	0.000815169039431	0.020099058044	0.0341391045558	0.0424157984921	0
-0.0599660620668	-0.0778560785555	-0.0499548738087	-0.0229013622021	0.00142700129074	0.0207293189776	0.0345168925423	0.0426406284158	0
