0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
0.00114905	-0.0007973	-0.00171185	-0.00321265	-0.0044555	-0.00321265	-0.0034237	-0.00400995	-0.0034237	-0.0018291	0
-0.00906433730935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
-0.017896077348	-0.00952203696119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
-0.0262707480533	-0.0184073583192	-0.00957980624581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
-0.0326600411703	-0.0246445254096	-0.0161972884027	-0.0071347106473	0.0	0.0	0.0	0.0	0.0	0.0	0
-0.0371109195685	-0.0303612499579	-0.0217779004617	-0.0130556039294	-0.00638367574556	0.0	0.0	0.0	0.0	0.0	0
-0.0411188649139	-0.0346866563207	-0.0273334682672	-0.018478896311	-0.012137656687	-0.00620371738279	0.0	0.0	0.0	0.0	0
-0.0451284137703	-0.0386962051771	-0.0316606051518	-0.0240366868049	-0.0175631188358	-0.0119600003944	-0.00620619938493	0.0	0.0	0.0	0
-0.0468875012508	-0.0404045497495	-0.0333689497242	-0.025880345799	-0.0199311212135	-0.0142716217631	-0.00865877327607	-0.00264426932172	0.0	0.0	0
-0.0479580601679	-0.0423578502298	-0.0352659049983	-0.027777301073	-0.0219783303706	-0.0169010647172	-0.0112256104456	-0.0053676209528	-0.0029362112988	0.000306768344651	0
-0.0494460790265	-0.0437636581018	-0.0378308877823	-0.030268293969	-0.0244693232666	-0.0195893639812	-0.0146784718856	-0.0087382714061	-0.00651238921877	-0.00354892692998	0
-0.0514068760146	-0.0453768592601	-0.0393549618048	-0.0330490606066	-0.027169875482	-0.0222899161965	-0.0175929292269	-0.0124816111106	-0.0101666017874	-0.00742595733817	0
-0.0525899093412	-0.0464658439122	-0.0402508991777	-0.0338954986771	-0.0287142537159	-0.0237897450583	-0.0190927580887	-0.014100238298	-0.0122455724869	-0.00945542873532	0
-0.0552526228564	-0.0502995097564	-0.0437797966075	-0.0367988188353	-0.0314571694454	-0.0287943632315	-0.0239530122761	-0.0189604924854	-0.017490797303	-0.0161924147376	0
-0.0580768511728	-0.0515140742655	-0.0455284768345	-0.0384084826425	-0.0327814837596	-0.030045511009	-0.0262358082209	-0.0211774385473	-0.0197077433648	-0.0185849604875	0
-0.0591157334509	-0.0532652033456	-0.046281553071	-0.039492730959	-0.0337795366032	-0.030866636303	-0.0270115674766	-0.0225928589436	-0.0210823343267	-0.0199595514494	0
-0.0598878063111	-0.0542697754194	-0.0479748492303	-0.040220936043	-0.0348279764531	-0.0318317273783	-0.0278055742249	-0.0233429979157	-0.0224510089425	-0.0212887450667	0
-0.0612428396888	-0.0556644296561	-0.0497894845723	-0.0432796663575	-0.0361433889718	-0.0337256044383	-0.0295488920207	-0.0247772730114	-0.0238060423202	-0.023761086668	0
-0.0658523768553	-0.0589624667083	-0.0531839554565	-0.0476963358602	-0.0435880807973	-0.0369272076586	-0.0341584291873	-0.0290203616166	-0.0272969470363	-0.0270591237202	0
-0.0688724888984	-0.0605015003508	-0.05428510505	-0.0488296828103	-0.0450627197266	-0.0394128435832	-0.0352273814243	-0.030559395259	-0.0287136307239	-0.0282246680269	0
-0.0708805795919	-0.0644420632597	-0.0562931957435	-0.0502664338923	-0.0465414810742	-0.0413369137456	-0.0384705739251	-0.0319541360755	-0.0307217214174	-0.0300731197112	0
-0.0735039935452	-0.0666583797491	-0.0606423691054	-0.0524827503816	-0.0481272137925	-0.0429690129176	-0.0405941575069	-0.0355336263051	-0.0322610876819	-0.0322894362006	0
-0.0775611308526	-0.070384886711	-0.0637906022758	-0.0586606640088	-0.0512754469628	-0.0452215144747	-0.0429125216826	-0.0385501342382	-0.0373456818399	-0.034476075139	0
-0.0817330318273	-0.0736296985802	-0.0667709830479	-0.0611785537385	-0.056216410491	-0.0477394042043	-0.0447140243762	-0.0404043124492	-0.0397582205349	-0.038542625079	0
-0.085298063505	-0.0774869459692	-0.0697710643504	-0.0639341478959	-0.0585443956575	-0.0523077098241	-0.0470420095428	-0.0420699420035	-0.0414725527078	-0.0407732050085	0
-0.0882758993735	-0.0805060261018	-0.0730376100677	-0.0664747945649	-0.0608779961207	-0.0542791856484	-0.050910721516	-0.0440414178278	-0.0428831065402	-0.042225003105	0
-0.0893488610966	-0.0816225991258	-0.074169648092	-0.0676996225912	-0.0618306401412	-0.0551541953672	-0.0516499485319	-0.045492034859	-0.0436223335561	-0.0427539061164	0
-0.089211029197	-0.0814379895275	-0.0739775349038	-0.0675048485555	-0.0616199010206	-0.0549902871623	-0.0514993977813	-0.0453648463493	-0.0433727460622	-0.0426267176067	0
-0.0888266860257	-0.0809140690992	-0.0732758051873	-0.06677459653	-0.0608795347011	-0.0541892350789	-0.0508763572721	-0.0447925795958	-0.0428892828099	-0.0416779968312	0
-0.0883980167523	-0.0803746839207	-0.0725405380229	-0.0657897927489	-0.059854702862	-0.053150208893	-0.0497521650053	-0.0439182078328	-0.0420861666678	-0.0409995070541	0
-0.0879781710989	-0.0798086420131	-0.071828299861	-0.0648188996754	-0.0585543059231	-0.0517969563853	-0.0483801693881	-0.0424337535584	-0.0409315911211	-0.0399390219172	0
-0.0880265210265	-0.0798780675502	-0.0719219003619	-0.0649366751402	-0.0587148524777	-0.0520119895891	-0.0486039427711	-0.0426606262958	-0.0411770599844	-0.0401299421442	0
-0.0883638289563	-0.0800582731565	-0.0721806571299	-0.0652855347114	-0.059153814852	-0.0526103646151	-0.0494053956534	-0.043494654807	-0.0420226401371	-0.0410448321454	0
-0.0886139518193	-0.0802718283494	-0.0722947482604	-0.0654493578731	-0.059374683579	-0.0528882789073	-0.0497842367149	-0.0440020677963	-0.0425506772923	-0.0415801828346	0
-0.0888286658875	-0.0805233085252	-0.0725094623286	-0.0655640681287	-0.0595393957409	-0.0531103461971	-0.0500636591325	-0.0443829646707	-0.043060843801	-0.042111085428	0
-0.0894571992564	-0.0811931324074	-0.073293982081	-0.0662338920109	-0.059897246856	-0.0536241836957	-0.0507564221887	-0.0452546532845	-0.0442490930166	-0.0437026053233	0
-0.089853164931	-0.0814786444991	-0.0735982504416	-0.0665902611181	-0.0602015152165	-0.0537867380253	-0.0509898335338	-0.0455693417944	-0.0446450586912	-0.0442423690588	0
-0.0897369086859	-0.0813174132102	-0.0734819941964	-0.0664663676013	-0.0600564070566	-0.0536628445086	-0.0509236438468	-0.0454743001925	-0.0445169222459	-0.0440811377699	0
-0.0895641639403	-0.0809932210165	-0.0730323845847	-0.0661421754076	-0.0597109175654	-0.053258195858	-0.0505781543556	-0.045289723615	-0.0442518892116	-0.0437238164469	0
