Ordem    80  160 240 320 400 480 560 640 720 800
AR3 6.27571077824  12.1053390169   17.647121079  22.9867640352  27.8843511271  32.6947426391  37.1408618617  41.3514550948 44.9797989702 48.5684449267
AR4 7.84561552763  15.2125986719  22.1537054563  28.7432123756   35.0675681877  40.9064166999  46.5486822176  51.64216223  56.591426928  63.8780836129
AR6 10.590062964  20.2880259299  29.565922904  38.5890152192  46.8983983374 54.8898226285 62.2048183918 69.1705869389 75.761569283 83.826639607
AR8 13.2780118275  25.660307827   37.5439334774  48.4076927638  59.9768750834  69.0927481318  78.7938098836 87.0680344343 95.2724736786  103.499733386
AR10    6.1018544102  30.5060775352  44.4172972775  57.8989155078  70.6506057096  83.1054750919  94.096586163 104.492662451  115.168463881 124.709000678


