1.0	0.0	0.0	0.0
2.0	0.0	0.0	0.0
3.0	0.0	0.0	0.0
4.0	0.260869565217	0.260869565217	0.260869565217
5.0	0.0	0.0	0.0
6.0	0.242608695652	0.229562917768	0.255654473536
7.0	0.0	0.0	0.0
8.0	0.00260869565217	-0.00247871837407	0.00769610967841
9.0	0.00304347826087	-0.00289183810309	0.00897879462483
10.0	0.00999999999999	0.00036968067593	0.019630319324
11.0	0.177391304348	0.160446966607	0.194335642089
12.0	0.0126086956522	0.00174255928865	0.0234748320157
13.0	0.264782608696	0.244721377738	0.284843839653
14.0	0.0204347826087	0.00677578780196	0.0340937774154
15.0	0.213913043478	0.194269371904	0.233556715052
16.0	0.00826086956521	-0.000972150654724	0.0174938897851
17.0	0.00869565217391	-0.00102062536171	0.0184119297095
18.0	0.0134782608696	0.00193798845793	0.0250185332812
19.0	0.0569565217391	0.0375353679535	0.0763776755248
20.0	0.208695652174	0.188208001783	0.229183302564
21.0	0.215652173913	0.188067000284	0.243237347542
22.0	0.0182608695652	0.00998293095257	0.0265388081779
23.0	0.0408695652174	0.0249806917698	0.056758438665
24.0	0.0252173913044	0.0124529752651	0.0379818073436
25.0	0.0469565217391	0.0262685190608	0.0676445244175
26.0	0.0478260869565	0.0297688454796	0.0658833284333
27.0	0.23347826087	0.206620448272	0.260336073468
28.0	0.126956521739	0.105375143783	0.148537899695
29.0	0.204782608695	0.181560439573	0.228004777818
30.0	0.0404347826087	0.026839737253	0.0540298279644
