1235	-1536
1236	4224
1237	-4656
1238	10832
1239	3824
1240	-3088
1241	1312
1242	5840
1243	4384
1244	1120
1245	-2480
1246	5712
1247	-7984
1248	1216
1249	-2112
1250	3872
1251	-2608
1252	-13472
1253	11760
1254	-944
1255	17488
1256	-2656
1257	-4224
1258	-8352
1259	-4544
1260	864
1261	-5648
1262	-4320
1263	4928
1264	-4240
1265	-9664
1266	-2960
1267	4384
1268	6080
1269	80
1270	7456
1271	-12832
1272	-7744
1273	-3264
1274	4128
1275	7632
1276	-6032
1277	1360
1278	-128
1279	912
1280	2608
1281	-8416
1282	-10560
1283	1520
1284	-3712
1285	-1968
1286	2832
1287	-6944
1288	-2416
1289	-2432
1290	5040
1291	-7616
1292	-2400
1293	1184
1294	-2832
1295	2528
1296	-32
1297	-2496
1298	240
1299	5120
1300	-1936
1301	2800
1302	-640
1303	2880
1304	2912
1305	240
1306	-3296
1307	-5296
1308	2176
1309	2992
1310	-1840
1311	-2336
1312	-928
1313	960
1314	560
1315	-4448
1316	-1968
1317	-448
1318	5040
1319	1152
1320	272
1321	-1104
1322	-1040
1323	2608
1324	-2256
1325	192
1326	-1648
1327	-2608
1328	1280
1329	352
1330	2224
1331	-2272
1332	-1696
1333	-1232
1334	-2304
1335	1072
1336	-1056
1337	-1632
1338	1136
1339	-976
1340	-1664
1341	-272
1342	-1424
1343	-2288
1344	352
1345	-416
1346	-800
1347	-2624
1348	1328
1349	1376
1350	1104
1351	-1872
1352	-2160
1353	2080
1354	-2416
1355	1712
1356	-560
1357	-3648
1358	1808
1359	912
