1235	-2864
1236	1264
1237	-160
1238	1216
1239	-1296
1240	-3104
1241	1952
1242	256
1243	1872
1244	-1920
1245	-3920
1246	320
1247	208
1248	2352
1249	-2240
1250	-2960
1251	992
1252	-1280
1253	2416
1254	-896
1255	-4432
1256	1344
1257	192
1258	736
1259	-1008
1260	-2720
1261	1552
1262	672
1263	1424
1264	-2608
1265	-4000
1266	1616
1267	224
1268	400
1269	-3008
1270	-3776
1271	384
1272	1056
1273	896
1274	256
1275	-3584
1276	2080
1277	1088
1278	1376
1279	-864
1280	-3568
1281	1424
1282	1440
1283	4464
1284	-3072
1285	-144
1286	1248
1287	6608
1288	8752
1289	-19840
1290	3424
1291	-880
1292	9248
1293	3296
1294	-8688
1295	-10736
1296	-12160
1297	14224
1298	128
1299	-7408
1300	-15568
1301	13664
1302	4528
1303	-10352
1304	-9360
1305	-3776
1306	7920
1307	4800
1308	-7104
1309	-6960
1310	-13216
1311	-4528
1312	-1408
1313	5808
1314	-2960
1315	7648
1316	-5312
1317	480
1318	-416
1319	-4608
1320	-2080
1321	2112
1322	-2768
1323	-1280
1324	-12032
1325	864
1326	5008
1327	-1136
1328	-5840
1329	7936
1330	-14048
1331	-288
1332	-1760
1333	-5888
1334	-3168
1335	-6960
1336	-4816
1337	1904
1338	-3024
1339	-5632
1340	-336
1341	1456
1342	-5920
1343	2560
1344	4496
1345	-192
1346	-3392
1347	-6528
1348	5984
1349	240
1350	-8336
1351	3440
1352	-6000
1353	3888
1354	-4064
1355	9152
1356	496
1357	-1376
1358	1904
1359	-3872
