646	320
647	-224
648	384
649	128
650	-176
651	1488
652	-608
653	16
654	0
655	2736
656	-880
657	240
658	448
659	1056
660	784
661	-1040
662	1280
663	-192
664	592
665	496
666	1600
667	480
668	-2528
669	-1152
670	544
671	-2496
672	2688
673	2064
674	480
675	1152
676	1392
677	2688
678	-1216
679	-1808
680	-1200
681	-1632
682	-1952
683	528
684	-2096
685	-432
686	2176
687	-1776
688	-1456
689	256
690	3312
691	-1664
692	-352
693	816
694	1328
695	-1472
696	-128
697	1968
698	864
699	-1936
700	-48
701	-1488
702	272
703	3744
704	1776
705	400
706	-672
707	576
708	3440
709	608
710	-4048
711	-1504
712	-4048
713	-1776
714	1408
715	-2992
716	944
717	-4448
718	1344
719	1856
720	-1632
721	-720
722	-1248
723	736
724	-1680
725	2544
726	-176
727	-864
728	-2528
729	-1648
730	1680
731	672
732	-432
733	400
734	-2320
735	2736
736	688
737	-3376
738	-1712
739	-880
740	1776
741	4272
742	352
743	-544
744	6656
745	1024
746	-544
747	1200
748	-1424
749	-1232
750	-160
751	-1280
752	-1600
753	448
754	-2544
755	352
756	-560
757	-1184
758	1280
759	-1440
760	928
761	192
762	-384
763	176
764	-48
765	-32
766	1040
767	-256
768	-224
769	-208
770	656
771	752
