693	-336
694	608
695	2144
696	-272
697	-4512
698	752
699	-448
700	2176
701	-2528
702	-2032
703	672
704	864
705	1856
706	-800
707	-4384
708	640
709	272
710	1744
711	-192
712	-3120
713	2480
714	-800
715	2304
716	-928
717	-3488
718	976
719	480
720	304
721	-704
722	-4144
723	2384
724	608
725	1888
726	-816
727	-1776
728	864
729	-528
730	2848
731	848
732	-2544
733	144
734	720
735	1792
736	-208
737	-4112
738	1648
739	272
740	2128
741	-1360
742	-2624
743	960
744	176
745	1232
746	592
747	-3280
748	640
749	-752
750	1424
751	64
752	-3152
753	2144
754	464
755	1088
756	-416
757	-528
758	112
759	160
760	2512
761	-544
762	-2144
763	1184
764	1328
765	1696
766	-608
767	-4048
768	1152
769	1264
770	1392
771	560
772	-2752
773	-304
774	416
775	944
776	-240
777	-3520
778	-112
779	1248
780	1520
781	-1888
782	-2800
783	448
784	464
785	-832
786	896
787	-3360
788	864
789	1440
790	2016
791	-1280
792	-3056
793	-384
794	-1184
795	7472
796	-816
797	944
798	-7024
799	-832
800	12512
801	-10800
802	11696
803	9968
804	-880
805	5616
806	-6720
807	-5984
808	-23264
809	3920
810	4512
811	19504
812	5056
813	4864
814	5104
815	1984
816	11664
817	-7600
818	14592
819	-3584
820	5808
821	-15184
822	-6800
823	11616
824	-3808
