373	224
374	-208
375	608
376	240
377	560
378	352
379	96
380	-208
381	-416
382	-624
383	416
384	-464
385	-288
386	656
387	192
388	-160
389	-16
390	-176
391	928
392	112
393	128
394	-320
395	-448
396	528
397	-272
398	48
399	-128
400	-16
401	496
402	-224
403	-384
404	-416
405	528
406	-928
407	-480
408	-160
409	400
410	2064
411	-704
412	-608
413	464
414	-304
415	-4848
416	3088
417	704
418	-672
419	2608
420	-912
421	-1184
422	4512
423	-3376
424	336
425	-3968
426	7264
427	-8528
428	1408
429	800
430	-9264
431	3488
432	-9264
433	1088
434	5536
435	-4816
436	352
437	4080
438	13008
439	-3312
440	-6976
441	3104
442	-10912
443	8144
444	-3952
445	-3376
446	-1456
447	-6832
448	-7488
449	-1312
450	832
451	-2272
452	240
453	-6128
454	3584
455	-176
456	-3408
457	10928
458	-6544
459	2304
460	14576
461	-4752
462	-432
463	1472
464	-4784
465	-2832
466	-10304
467	2576
468	-3264
469	144
470	-304
471	-13952
472	3712
473	-3232
474	8096
475	6512
476	-6144
477	3984
478	1744
479	3616
480	5248
481	-7280
482	-5136
483	11360
484	-2976
485	3904
486	5504
487	-6880
488	-2032
489	-8704
490	-11904
491	4416
492	11376
493	-8784
494	-2368
495	6176
496	1344
497	-2064
498	-3248
499	-1968
500	-208
501	1232
502	-7648
503	2688
504	-6208
505	-2512
506	5728
507	-2624
508	-1232
509	2080
510	5376
511	5168
512	-2512
513	3968
514	-10992
515	-1024
516	688
517	1728
518	-3408
519	-4720
520	-2224
521	-21024
522	8016
523	-5072
524	-3520
525	18368
526	6976
527	-2080
528	-3760
529	-4432
530	1536
531	1376
532	5776
533	3376
534	192
535	-2224
536	-5536
537	-4400
538	-3504
539	3296
540	-1344
541	-144
542	-1520
543	6800
544	-1664
545	-3376
546	-256
547	-752
548	7680
549	-64
550	352
551	-3008
552	-720
553	-864
554	-160
555	-1072
556	512
557	720
558	6352
