1321	160
1322	-656
1323	256
1324	544
1325	-464
1326	464
1327	-3904
1328	-1264
1329	1600
1330	672
1331	-176
1332	128
1333	48
1334	368
1335	-1072
1336	160
1337	2272
1338	2176
1339	176
1340	-672
1341	4128
1342	144
1343	-432
1344	-112
1345	3632
1346	-10704
1347	5360
1348	-10896
1349	-1024
1350	-10160
1351	13424
1352	-336
1353	9104
1354	12720
1355	-496
1356	-1664
1357	-4112
1358	8496
1359	-11376
1360	1120
1361	13552
1362	-6944
1363	6992
1364	416
1365	7760
1366	-3920
1367	2112
1368	-1552
1369	-1392
1370	7136
1371	-2736
1372	4832
1373	832
1374	336
1375	224
1376	528
1377	-2416
1378	10672
1379	-16512
1380	-9968
1381	2128
1382	-512
1383	80
1384	224
1385	4288
1386	-6384
1387	10768
1388	288
1389	864
1390	-2496
1391	3344
1392	-3952
1393	2912
1394	-6880
1395	-528
1396	-4400
1397	1264
1398	608
1399	8112
1400	-3536
1401	6336
1402	-13840
1403	-2304
1404	672
1405	-10224
1406	-5104
1407	2512
1408	-1504
1409	3088
1410	-224
1411	-7360
1412	-7040
1413	2016
1414	2448
1415	-3168
1416	-2432
1417	-272
1418	1040
1419	-128
1420	5296
1421	-5952
1422	576
1423	512
1424	3328
1425	544
1426	-6080
1427	-3664
1428	1648
1429	10288
1430	6768
1431	-2512
1432	32
1433	1920
1434	5472
1435	-6560
1436	8448
1437	656
1438	-3120
1439	-5328
1440	1040
1441	96
1442	6720
1443	12528
1444	704
1445	2336
1446	-2544
1447	-416
1448	-1664
1449	10768
1450	-2592
1451	-2976
1452	-3696
1453	1280
1454	-6000
1455	-3840
1456	-1312
1457	528
1458	5392
1459	17120
1460	-13472
1461	8320
1462	-5040
1463	3072
1464	4512
1465	640
1466	2208
1467	-1120
1468	-13168
1469	-4736
1470	-4976
1471	3168
1472	1376
1473	-9216
1474	4048
1475	13792
1476	-2144
1477	2880
1478	-4528
1479	6208
1480	-2848
1481	3104
1482	1424
1483	-2416
1484	384
1485	1008
1486	-592
1487	-2656
1488	2960
1489	-3472
1490	-4784
1491	2128
1492	2192
1493	-1008
1494	-208
1495	-2560
1496	-784
1497	5056
1498	-1280
1499	2816
1500	1072
1501	1408
1502	-3952
1503	2448
1504	9344
1505	-2992
1506	1824
1507	-1696
1508	-304
1509	688
1510	-1472
1511	640
1512	-656
1513	-656
1514	3008
1515	2064
1516	-544
1517	960
1518	2432
1519	-1696
1520	1136
1521	9264
1522	-6560
1523	3168
1524	-8144
1525	1904
1526	784
1527	-272
1528	-1152
1529	1008
1530	-12336
1531	5024
1532	1616
1533	-144
1534	2480
1535	-6416
1536	544
1537	-5136
1538	-1824
1539	-48
1540	256
1541	-800
1542	2208
1543	-768
1544	-1584
1545	1456
1546	-1024
1547	-1632
1548	768
1549	1216
1550	416
1551	-688
1552	2384
1553	-5504
1554	5776
1555	-80
1556	1088
1557	0
1558	-128
1559	-528
1560	592
1561	1712
1562	2000
1563	64
1564	-3376
1565	752
1566	944
1567	-112
1568	480
1569	2176
1570	1904
1571	1472
1572	-352
1573	48
1574	608
1575	-336
1576	96
