693	320
694	480
695	-48
696	352
697	-976
698	1680
699	-144
700	-288
701	512
702	1968
703	-976
704	-4880
705	-3440
706	3552
707	-1888
708	-4368
709	-2592
710	1776
711	-15552
712	-96
713	-4352
714	-592
715	7648
716	5744
717	9040
718	1072
719	-1648
720	-18992
721	-6448
722	1968
723	2768
724	6368
725	2432
726	944
727	13264
728	-5936
729	22848
730	-7424
731	-6976
732	-5600
733	-8688
734	4000
735	-384
736	-14048
737	2288
738	-7664
739	5376
740	-5440
741	832
742	1520
743	3216
744	-8560
745	-4784
746	-192
747	-3392
748	-5200
749	7056
750	5696
751	4384
752	-2016
753	1920
754	1440
755	2112
756	-1568
757	-13744
758	-4816
759	-7200
760	1280
761	-48
762	800
763	688
764	848
765	336
766	-7728
767	-848
768	1520
769	-32
770	6000
771	4352
772	3424
773	1904
774	-5456
775	-5536
776	-960
777	4112
778	-3744
779	-576
780	7568
781	-1792
782	1984
783	-1360
784	-3744
785	-352
786	1200
787	-800
788	-2432
789	896
790	-3840
791	480
792	3856
793	1152
794	-384
795	448
796	-192
797	4624
798	560
799	6464
800	-9328
801	-3568
802	1024
803	-1392
804	-2416
805	-48
806	-880
807	-2352
808	6096
809	-1856
810	-4176
811	-2368
812	336
813	-704
814	368
815	-880
816	944
817	720
818	-3760
819	-3520
820	320
821	160
822	-272
823	-80
824	-16
