693	-1744
694	-816
695	-544
696	976
697	208
698	400
699	-912
700	-432
701	48
702	384
703	128
704	528
705	528
706	-672
707	3824
708	-464
709	-592
710	-304
711	-480
712	-96
713	0
714	128
715	-288
716	-1856
717	1520
718	-960
719	208
720	1504
721	-1024
722	304
723	480
724	144
725	-528
726	-240
727	2448
728	-272
729	576
730	16
731	-544
732	240
733	912
734	-224
735	464
736	2320
737	-864
738	-448
739	0
740	544
741	0
742	32
743	1312
744	-192
745	-640
746	704
747	-2352
748	2208
749	112
750	-48
751	736
752	192
753	-160
754	-480
755	-864
756	-592
757	-432
758	608
759	-320
760	160
761	112
762	720
763	-352
764	-2112
765	736
766	-96
767	112
768	-1088
769	-1264
770	-16
771	320
772	-624
773	-1584
774	-464
775	-800
776	608
777	288
778	688
779	-256
780	-448
781	-2896
782	2720
783	-368
784	-224
785	0
786	-1680
787	2896
788	-1040
789	4816
790	-2400
791	-880
792	-192
793	592
794	-464
795	1504
796	576
797	-192
798	-256
799	4208
800	768
801	1040
802	-1296
803	1488
804	-1648
805	4896
806	-576
807	1056
808	336
809	48
810	-1888
811	1680
812	-288
813	960
814	592
815	-1936
816	11664
817	352
818	-1424
819	1008
820	-2032
821	464
822	-3232
823	8352
824	-7824
