373	48
374	-48
375	32
376	-528
377	-544
378	320
379	-1872
380	464
381	-1584
382	272
383	-480
384	512
385	-768
386	1936
387	-1472
388	1040
389	-144
390	-32
391	1824
392	-1072
393	-1488
394	544
395	208
396	-1504
397	-2640
398	768
399	-1888
400	2128
401	-1072
402	288
403	-1824
404	-480
405	-624
406	1376
407	2064
408	-128
409	800
410	848
411	-1824
412	-768
413	528
414	880
415	1264
416	-5504
417	5040
418	1600
419	-16
420	416
421	-12272
422	10336
423	-1024
424	-272
425	-2896
426	-256
427	-528
428	-10080
429	3600
430	-2144
431	-528
432	-944
433	-1600
434	-800
435	-1664
436	1968
437	2080
438	672
439	-1424
440	-592
441	-544
442	-240
443	2736
444	-128
445	2592
446	4496
447	-1312
448	-3632
449	1216
450	-1728
451	2400
452	-2832
453	2352
454	-3216
455	-3424
456	-960
457	-4000
458	1376
459	-496
460	-1520
461	1504
462	-1792
463	-4048
464	7584
465	-3616
466	-1040
467	-1632
468	32
469	272
470	3008
471	-624
472	-96
473	3664
474	6672
475	-64
476	832
477	-992
478	48
479	8160
480	-4432
481	-2544
482	-3904
483	-1968
484	10960
485	-6160
486	-2096
487	2656
488	-1648
489	-3136
490	-5888
491	3728
492	-2256
493	2304
494	1232
495	1376
496	-6464
497	4992
498	-2320
499	4192
500	-1952
501	-800
502	-3920
503	6576
504	-5776
505	3152
506	-3584
507	6352
508	-2144
509	5632
510	1280
511	-544
512	-5472
513	3408
514	-2304
515	3648
516	-464
517	2096
518	2928
519	5744
520	-144
521	-1840
522	-144
523	-656
524	-2928
525	-1184
526	704
527	496
528	-272
529	-192
530	512
531	-768
532	-544
533	960
534	1392
535	-1856
536	-1792
537	800
538	576
539	-1792
540	-384
541	-3488
542	-736
543	2288
544	3408
545	-496
546	-112
547	-800
548	544
549	-1520
550	720
551	-384
552	-848
553	-16
554	176
555	-432
556	272
557	-128
558	880
