693	2064
694	-1760
695	-6192
696	672
697	-2240
698	5072
699	-1808
700	-2656
701	6304
702	592
703	3712
704	-2240
705	2752
706	3040
707	-4640
708	1632
709	-2208
710	-4544
711	5104
712	1008
713	2064
714	-1040
715	-1456
716	5040
717	-4736
718	2160
719	2224
720	-1472
721	1936
722	-2160
723	1440
724	-1536
725	-3376
726	2096
727	320
728	-400
729	-256
730	-176
731	1664
732	1376
733	-1984
734	-3632
735	-544
736	2272
737	-2608
738	1920
739	-1136
740	-2240
741	608
742	1056
743	640
744	-2080
745	-5056
746	2704
747	-2736
748	-1248
749	-2464
750	-2048
751	3232
752	1696
753	256
754	848
755	-1760
756	3600
757	-11248
758	5232
759	-4208
760	1152
761	3120
762	-6128
763	5904
764	-128
765	-2256
766	2688
767	2832
768	1824
769	5328
770	-6880
771	2272
772	1504
773	-1136
774	-672
775	-1344
776	3040
777	2192
778	-3088
779	-2384
780	-304
781	2832
782	64
783	-1840
784	-4560
785	624
786	2688
787	1520
788	80
789	800
790	2560
791	7776
792	-6976
793	-1552
794	1408
795	-672
796	3376
797	-1584
798	-2720
799	-416
800	-3616
801	2128
802	-304
803	-112
804	-512
805	-768
806	1840
807	1744
808	1104
809	-1456
810	-3728
811	2928
812	-544
813	240
814	-4192
815	-912
816	1968
817	-816
818	1088
819	-1728
820	-736
821	2256
822	-64
823	16
824	-2688
