0.001	0.907096774194	0.896780306326	0.917413242061
0.011	0.896129032258	0.883348032833	0.908910031683
0.021	0.892903225806	0.880529045444	0.905277406169
0.031	0.88064516129	0.869621365252	0.891668957328
0.041	0.881935483871	0.869843641367	0.894027326375
0.051	0.856774193548	0.842210832054	0.871337555043
0.061	0.866451612903	0.853247254779	0.879655971027
0.071	0.863225806452	0.850069976085	0.876381636818
0.081	0.86064516129	0.847397280169	0.873893042412
0.091	0.86064516129	0.843503620192	0.877786702388
