Clusters    120 240 360 480 600 720 840 960 1080    1200
AR3 47.4479905605   88.1227479744   132.03255661    194.787592564   202.626288462   239.498967285   277.313685226   313.130985279   348.494907551   383.189917555
AR4 54.2281785965   110.168379498   159.527940569   205.07213233    262.686590605   313.715830393   338.684247618   383.233028784   432.254134979   472.964801369
AR6 70.3243902493   136.260117722   202.044208345   266.087810698   328.384070177   390.61654356    452.031232357   513.273316402   575.90493412    635.155846691
AR8 93.3786802483   184.360073442   266.357645693   361.491605406   437.558800344   499.095971441   577.394934282   659.685397463   824.572031898   863.564341087
AR10    107.381089706   206.191856728   306.010946732   404.194797173   528.032078228   657.403143883   721.781610813   792.237737474   894.034401407   982.447033567


