0.001	0.66064516129	0.636754171117	0.684536151463
0.011	0.609032258065	0.56738838014	0.650676135989
0.021	0.643870967742	0.605394752707	0.682347182777
0.031	0.650322580645	0.620628252335	0.680016908956
0.041	0.633548387097	0.598344839456	0.668751934738
0.051	0.685806451613	0.667040418756	0.70457248447
0.061	0.690967741935	0.67021426222	0.711721221651
0.071	0.702580645161	0.682500702373	0.72266058795
0.081	0.674838709677	0.662107851675	0.68756956768
0.091	0.694838709677	0.676004634419	0.713672784936
